transaction_id,customer_id,product_id,dealer_id,area_id,transaction_date,quantity,unit_price,sales_amount
T003976,C1737,P004,D037,A012,2025-12-18,8,38000.0,304000.0
T003977,C0719,P005,D013,A004,2026-07-04,14,11875.0,166250.0
T003978,C1055,P007,D020,A005,2026-01-01,10,80750.0,807500.0
T003979,C0090,P005,D003,A001,2024-05-18,11,11875.0,130625.0
T003980,C0825,P012,D016,A004,2026-03-26,11,29450.0,323950.0
T003981,C1600,P009,D035,A010,2025-11-08,8,8500.0,68000.0
T003982,C1558,P006,D031,A009,2026-04-30,4,18500.0,74000.0
T003983,C0431,P001,D008,A002,2025-02-24,7,45000.0,315000.0
T003984,C0437,P005,D009,A002,2024-04-04,6,12500.0,75000.0
T003985,C1577,P006,D031,A009,2026-06-13,7,18500.0,129500.0
T003986,C1785,P003,D039,A013,2024-07-18,6,120000.0,720000.0
T003987,C0171,P006,D007,A001,2026-01-03,2,18500.0,37000.0
T003988,C0873,P004,D015,A004,2026-06-11,5,38000.0,190000.0
T003989,C0651,P005,D017,A004,2024-09-28,5,12500.0,62500.0
T003990,C1676,P013,D036,A011,2025-10-08,9,95000.0,855000.0
T003991,C0150,P013,D003,A001,2025-01-22,4,95000.0,380000.0
T003992,C0412,P010,D008,A002,2024-05-05,15,20900.0,313500.0
T003993,C1449,P003,D029,A008,2025-11-07,7,120000.0,840000.0
T003994,C0093,P008,D002,A001,2024-09-16,8,54000.0,432000.0
T003995,C0964,P010,D017,A004,2025-06-24,15,20900.0,313500.0
T003996,C0852,P002,D015,A004,2024-09-02,14,6175.0,86450.0
T003997,C0647,P005,D015,A004,2026-08-24,11,11875.0,130625.0
T003998,C0753,P008,D017,A004,2024-06-30,15,51300.0,769500.0
T003999,C1026,P008,D025,A005,2026-06-28,9,54000.0,486000.0
T004000,C0309,P002,D001,A001,2026-01-11,9,6500.0,58500.0
T004001,C1095,P015,D020,A005,2026-01-30,8,49000.0,392000.0
T004002,C1558,P003,D032,A009,2024-07-29,12,114000.0,1368000.0
T004003,C1465,P005,D029,A008,2024-01-14,7,12500.0,87500.0
T004004,C0295,P012,D001,A001,2025-01-21,13,29450.0,382850.0
T004005,C0283,P015,D003,A001,2025-09-13,2,49000.0,98000.0
T004006,C0520,P015,D012,A003,2025-09-04,12,46550.0,558600.0
T004007,C0694,P002,D015,A004,2025-03-24,2,6500.0,13000.0
T004008,C0782,P003,D015,A004,2024-01-03,3,120000.0,360000.0
T004009,C1303,P001,D026,A006,2026-02-18,1,45000.0,45000.0
T004010,C0104,P015,D007,A001,2025-09-27,9,49000.0,441000.0
T004011,C0055,P004,D006,A001,2024-05-16,2,38000.0,76000.0
T004012,C0748,P005,D018,A004,2025-12-19,10,11875.0,118750.0
T004013,C1334,P008,D028,A007,2026-02-20,7,54000.0,378000.0
T004014,C0373,P008,D010,A002,2024-06-16,1,54000.0,54000.0
T004015,C1224,P014,D021,A005,2024-05-19,5,28000.0,140000.0
T004016,C0502,P008,D012,A003,2024-09-09,12,51300.0,615600.0
T004017,C1697,P006,D036,A011,2024-06-22,9,18500.0,166500.0
T004018,C1727,P012,D036,A011,2025-04-12,6,31000.0,186000.0
T004019,C0571,P013,D016,A004,2025-12-20,13,90250.0,1173250.0
T004020,C0443,P006,D010,A002,2025-05-25,8,18500.0,148000.0
T004021,C0790,P014,D014,A004,2025-02-03,8,28000.0,224000.0
T004022,C0466,P002,D012,A003,2025-01-12,10,6175.0,61750.0
T004023,C1290,P002,D026,A006,2024-01-05,13,6175.0,80275.0
T004024,C1592,P004,D035,A010,2026-04-07,7,38000.0,266000.0
T004025,C1292,P013,D026,A006,2025-09-25,11,90250.0,992750.0
T004026,C1588,P007,D031,A009,2024-12-31,5,85000.0,425000.0
T004027,C0757,P008,D015,A004,2026-05-15,2,54000.0,108000.0
T004028,C0297,P003,D004,A001,2024-06-18,11,114000.0,1254000.0
T004029,C1421,P015,D029,A008,2025-06-23,1,49000.0,49000.0
T004030,C0693,P001,D017,A004,2024-12-23,13,42750.0,555750.0
T004031,C1287,P004,D026,A006,2024-06-10,13,36100.0,469300.0
T004032,C0522,P013,D012,A003,2024-02-08,14,90250.0,1263500.0
T004033,C0149,P015,D003,A001,2026-03-03,13,46550.0,605150.0
T004034,C1884,P014,D040,A013,2025-07-27,13,26600.0,345800.0
T004035,C0297,P012,D002,A001,2024-12-04,2,31000.0,62000.0
T004036,C1878,P012,D040,A013,2025-03-05,8,31000.0,248000.0
T004037,C1855,P008,D040,A013,2026-03-02,3,54000.0,162000.0
T004038,C1528,P015,D031,A009,2025-09-28,5,49000.0,245000.0
T004039,C1255,P003,D026,A006,2026-03-16,10,114000.0,1140000.0
T004040,C1100,P015,D023,A005,2025-09-23,1,49000.0,49000.0
T004041,C1668,P006,D035,A010,2024-02-08,8,18500.0,148000.0
T004042,C0556,P006,D017,A004,2026-01-01,2,18500.0,37000.0
T004043,C0915,P006,D016,A004,2026-06-29,6,18500.0,111000.0
T004044,C1182,P012,D020,A005,2025-11-22,10,29450.0,294500.0
T004045,C0790,P010,D015,A004,2025-03-03,2,22000.0,44000.0
T004046,C0827,P001,D015,A004,2024-03-01,9,45000.0,405000.0
T004047,C0641,P004,D015,A004,2026-06-25,7,38000.0,266000.0
T004048,C1083,P008,D020,A005,2025-04-04,3,54000.0,162000.0
T004049,C1636,P010,D034,A010,2025-11-05,4,22000.0,88000.0
T004050,C0393,P010,D008,A002,2025-05-07,2,22000.0,44000.0
T004051,C1787,P014,D039,A013,2024-03-03,9,28000.0,252000.0
T004052,C1320,P005,D027,A007,2025-03-05,11,11875.0,130625.0
T004053,C1587,P011,D031,A009,2024-03-30,4,42000.0,168000.0
T004054,C1065,P003,D024,A005,2026-07-19,2,120000.0,240000.0
T004055,C1502,P012,D033,A009,2025-05-25,8,31000.0,248000.0
T004056,C0026,P008,D004,A001,2024-11-14,6,54000.0,324000.0
T004057,C1578,P004,D032,A009,2026-07-10,9,38000.0,342000.0
T004058,C0061,P006,D007,A001,2026-01-26,12,17575.0,210900.0
T004059,C1708,P010,D036,A011,2025-08-10,6,22000.0,132000.0
T004060,C1884,P012,D039,A013,2024-07-15,12,29450.0,353400.0
T004061,C0569,P011,D018,A004,2024-03-12,5,42000.0,210000.0
T004062,C0411,P001,D011,A002,2024-01-24,3,45000.0,135000.0
T004063,C1479,P013,D033,A009,2024-01-15,7,95000.0,665000.0
T004064,C0494,P002,D012,A003,2024-11-09,14,6175.0,86450.0
T004065,C1668,P015,D035,A010,2024-10-19,9,49000.0,441000.0
T004066,C0197,P008,D006,A001,2026-06-18,14,51300.0,718200.0
T004067,C0243,P005,D001,A001,2025-03-23,10,11875.0,118750.0
T004068,C1858,P003,D038,A013,2024-06-10,4,120000.0,480000.0
T004069,C1292,P004,D026,A006,2025-04-18,13,36100.0,469300.0
T004070,C1633,P005,D034,A010,2025-08-28,11,11875.0,130625.0
T004071,C0633,P006,D013,A004,2025-01-28,11,17575.0,193325.0
T004072,C1298,P012,D026,A006,2024-11-17,14,29450.0,412300.0
T004073,C1128,P007,D021,A005,2026-02-24,6,85000.0,510000.0
T004074,C1139,P005,D019,A005,2025-01-14,3,12500.0,37500.0
T004075,C1307,P012,D026,A006,2025-05-22,9,31000.0,279000.0
T004076,C1097,P013,D019,A005,2025-05-29,10,90250.0,902500.0
T004077,C0828,P013,D013,A004,2024-05-07,15,90250.0,1353750.0
T004078,C0532,P012,D012,A003,2025-03-09,8,31000.0,248000.0
T004079,C1481,P001,D031,A009,2026-07-18,9,45000.0,405000.0
T004080,C0437,P002,D011,A002,2025-05-10,15,6175.0,92625.0
T004081,C1323,P005,D028,A007,2024-02-13,11,11875.0,130625.0
T004082,C0451,P005,D008,A002,2026-02-03,8,12500.0,100000.0
T004083,C1188,P007,D021,A005,2024-12-24,8,85000.0,680000.0
T004084,C1442,P011,D029,A008,2026-01-04,9,42000.0,378000.0
T004085,C0418,P013,D011,A002,2025-05-16,11,90250.0,992750.0
T004086,C0109,P011,D001,A001,2025-03-09,15,39900.0,598500.0
T004087,C0252,P006,D006,A001,2025-04-24,2,18500.0,37000.0
T004088,C1153,P007,D019,A005,2026-05-30,7,85000.0,595000.0
T004089,C1636,P001,D034,A010,2025-03-06,15,42750.0,641250.0
T004090,C0072,P001,D003,A001,2025-08-05,15,42750.0,641250.0
T004091,C1413,P014,D027,A007,2024-08-12,4,28000.0,112000.0
T004092,C0660,P005,D015,A004,2026-08-11,2,12500.0,25000.0
T004093,C0941,P002,D017,A004,2024-05-11,2,6500.0,13000.0
T004094,C1784,P008,D040,A013,2025-07-25,14,51300.0,718200.0
T004095,C0645,P005,D017,A004,2025-05-08,10,11875.0,118750.0
T004096,C0912,P002,D017,A004,2025-03-11,15,6175.0,92625.0
T004097,C0022,P001,D003,A001,2025-12-26,4,45000.0,180000.0
T004098,C0149,P003,D007,A001,2024-12-21,14,114000.0,1596000.0
T004099,C0497,P004,D012,A003,2026-08-21,2,38000.0,76000.0
T004100,C0049,P012,D007,A001,2024-01-11,2,31000.0,62000.0
T004101,C1206,P002,D023,A005,2026-04-25,9,6500.0,58500.0
T004102,C0826,P014,D017,A004,2025-01-06,11,26600.0,292600.0
T004103,C1053,P013,D020,A005,2024-06-26,4,95000.0,380000.0
T004104,C0341,P004,D010,A002,2025-05-17,8,38000.0,304000.0
T004105,C0570,P013,D017,A004,2025-06-17,5,95000.0,475000.0
T004106,C1266,P014,D026,A006,2024-08-10,14,26600.0,372400.0
T004107,C1832,P013,D039,A013,2024-11-11,13,90250.0,1173250.0
T004108,C0090,P012,D004,A001,2024-07-30,12,29450.0,353400.0
T004109,C1709,P006,D036,A011,2024-03-23,2,18500.0,37000.0
T004110,C1100,P004,D025,A005,2025-07-07,1,38000.0,38000.0
T004111,C1080,P012,D024,A005,2025-08-19,6,31000.0,186000.0
T004112,C0986,P011,D019,A005,2025-07-29,6,42000.0,252000.0
T004113,C0122,P012,D001,A001,2024-04-06,11,29450.0,323950.0
T004114,C0161,P013,D005,A001,2024-01-31,13,90250.0,1173250.0
T004115,C1136,P004,D022,A005,2025-10-28,12,36100.0,433200.0
T004116,C0660,P011,D014,A004,2024-06-11,7,42000.0,294000.0
T004117,C1758,P004,D037,A012,2025-12-01,8,38000.0,304000.0
T004118,C0779,P010,D015,A004,2024-02-01,14,20900.0,292600.0
T004119,C0276,P012,D002,A001,2025-11-13,12,29450.0,353400.0
T004120,C1374,P012,D028,A007,2024-05-09,14,29450.0,412300.0
T004121,C0569,P008,D013,A004,2025-08-19,11,51300.0,564300.0
T004122,C1020,P012,D020,A005,2024-02-25,6,31000.0,186000.0
T004123,C1334,P013,D027,A007,2024-05-08,12,90250.0,1083000.0
T004124,C1733,P010,D037,A012,2026-03-25,9,22000.0,198000.0
T004125,C1527,P012,D031,A009,2025-06-03,9,31000.0,279000.0
T004126,C1298,P002,D026,A006,2025-08-24,8,6500.0,52000.0
T004127,C1303,P004,D026,A006,2026-01-13,2,38000.0,76000.0
T004128,C1808,P006,D039,A013,2025-06-04,15,17575.0,263625.0
T004129,C0570,P013,D016,A004,2024-04-21,14,90250.0,1263500.0
T004130,C0003,P015,D005,A001,2025-11-13,14,46550.0,651700.0
T004131,C0525,P009,D012,A003,2025-08-17,13,8075.0,104975.0
T004132,C0418,P005,D010,A002,2025-04-14,8,12500.0,100000.0
T004133,C1261,P004,D026,A006,2024-12-17,11,36100.0,397100.0
T004134,C1210,P015,D019,A005,2025-12-25,15,46550.0,698250.0
T004135,C1128,P006,D024,A005,2025-02-13,12,17575.0,210900.0
T004136,C0026,P010,D006,A001,2025-10-28,12,20900.0,250800.0
T004137,C1403,P004,D028,A007,2026-04-06,1,38000.0,38000.0
T004138,C0630,P011,D016,A004,2024-02-01,7,42000.0,294000.0
T004139,C1274,P004,D026,A006,2024-02-05,12,36100.0,433200.0
T004140,C1065,P008,D020,A005,2024-01-01,11,51300.0,564300.0
T004141,C0665,P015,D018,A004,2025-12-30,4,49000.0,196000.0
T004142,C0260,P003,D001,A001,2026-02-15,15,114000.0,1710000.0
T004143,C0171,P007,D002,A001,2025-03-29,3,85000.0,255000.0
T004144,C1600,P013,D035,A010,2025-05-30,4,95000.0,380000.0
T004145,C1761,P011,D037,A012,2025-08-16,11,39900.0,438900.0
T004146,C1242,P006,D022,A005,2026-04-04,5,18500.0,92500.0
T004147,C0198,P006,D003,A001,2025-02-04,14,17575.0,246050.0
T004148,C0766,P005,D018,A004,2025-09-03,1,12500.0,12500.0
T004149,C1403,P007,D028,A007,2026-02-03,4,85000.0,340000.0
T004150,C1503,P009,D033,A009,2025-06-30,2,8500.0,17000.0
T004151,C0216,P002,D002,A001,2025-08-26,13,6175.0,80275.0
T004152,C0001,P006,D003,A001,2025-05-22,13,17575.0,228475.0
T004153,C1372,P006,D027,A007,2024-11-09,1,18500.0,18500.0
T004154,C0687,P006,D017,A004,2026-03-17,8,18500.0,148000.0
T004155,C0494,P010,D012,A003,2026-06-29,15,20900.0,313500.0
T004156,C0021,P006,D003,A001,2025-02-05,8,18500.0,148000.0
T004157,C1041,P005,D020,A005,2026-05-14,7,12500.0,87500.0
T004158,C1637,P001,D035,A010,2024-04-17,4,45000.0,180000.0
T004159,C1823,P007,D041,A013,2024-03-10,9,85000.0,765000.0
T004160,C1084,P006,D021,A005,2024-05-08,15,17575.0,263625.0
T004161,C1003,P012,D020,A005,2025-01-02,11,29450.0,323950.0
T004162,C0152,P001,D002,A001,2026-02-12,6,45000.0,270000.0
T004163,C1055,P005,D020,A005,2025-11-08,10,11875.0,118750.0
T004164,C0728,P008,D017,A004,2025-10-01,12,51300.0,615600.0
T004165,C1157,P013,D020,A005,2024-09-09,9,95000.0,855000.0
T004166,C0746,P008,D016,A004,2026-05-23,7,54000.0,378000.0
T004167,C0466,P014,D012,A003,2026-07-06,14,26600.0,372400.0
T004168,C0171,P005,D001,A001,2025-10-25,4,12500.0,50000.0
T004169,C0614,P009,D016,A004,2024-10-20,5,8500.0,42500.0
T004170,C0180,P002,D005,A001,2024-07-20,7,6500.0,45500.0
T004171,C0345,P004,D011,A002,2025-12-23,1,38000.0,38000.0
T004172,C1876,P003,D038,A013,2025-04-28,2,120000.0,240000.0
T004173,C0860,P006,D013,A004,2024-08-15,4,18500.0,74000.0
T004174,C1027,P001,D021,A005,2025-03-24,14,42750.0,598500.0
T004175,C1681,P010,D036,A011,2025-12-22,13,20900.0,271700.0
T004176,C1892,P001,D039,A013,2024-03-01,15,42750.0,641250.0
T004177,C1106,P008,D021,A005,2024-02-04,6,54000.0,324000.0
T004178,C1569,P011,D030,A009,2024-08-02,7,42000.0,294000.0
T004179,C0637,P002,D017,A004,2026-06-11,11,6175.0,67925.0
T004180,C0585,P015,D014,A004,2025-01-22,6,49000.0,294000.0
T004181,C0768,P015,D016,A004,2024-10-15,10,46550.0,465500.0
T004182,C1291,P002,D026,A006,2024-11-19,4,6500.0,26000.0
T004183,C1307,P012,D026,A006,2026-04-06,5,31000.0,155000.0
T004184,C0614,P003,D015,A004,2024-05-22,12,114000.0,1368000.0
T004185,C0257,P001,D006,A001,2024-04-25,14,42750.0,598500.0
T004186,C1206,P002,D025,A005,2024-04-24,6,6500.0,39000.0
T004187,C0247,P004,D005,A001,2026-06-04,6,38000.0,228000.0
T004188,C1100,P007,D022,A005,2024-02-07,11,80750.0,888250.0
T004189,C1324,P014,D027,A007,2025-09-15,9,28000.0,252000.0
T004190,C1339,P014,D027,A007,2024-09-22,7,28000.0,196000.0
T004191,C1451,P006,D029,A008,2024-02-22,4,18500.0,74000.0
T004192,C1678,P007,D036,A011,2025-12-05,4,85000.0,340000.0
T004193,C0985,P005,D023,A005,2026-06-25,6,12500.0,75000.0
T004194,C1409,P006,D027,A007,2024-11-20,14,17575.0,246050.0
T004195,C1182,P011,D020,A005,2025-02-16,4,42000.0,168000.0
T004196,C0362,P013,D009,A002,2024-10-02,11,90250.0,992750.0
T004197,C0042,P007,D001,A001,2025-11-12,9,85000.0,765000.0
T004198,C0549,P015,D018,A004,2025-06-07,15,46550.0,698250.0
T004199,C0854,P012,D015,A004,2025-05-07,7,31000.0,217000.0
T004200,C1178,P011,D022,A005,2024-01-26,4,42000.0,168000.0
T004201,C1636,P008,D035,A010,2026-02-09,14,51300.0,718200.0
T004202,C0379,P014,D009,A002,2026-07-29,2,28000.0,56000.0
T004203,C0242,P005,D001,A001,2026-03-01,13,11875.0,154375.0
T004204,C1830,P004,D039,A013,2025-06-06,13,36100.0,469300.0
T004205,C0205,P007,D002,A001,2024-12-22,4,85000.0,340000.0
T004206,C0940,P015,D017,A004,2025-01-04,5,49000.0,245000.0
T004207,C1113,P010,D020,A005,2024-11-21,9,22000.0,198000.0
T004208,C1044,P005,D025,A005,2024-01-04,1,12500.0,12500.0
T004209,C0154,P015,D002,A001,2025-06-01,3,49000.0,147000.0
T004210,C0106,P014,D005,A001,2024-01-10,5,28000.0,140000.0
T004211,C0201,P007,D003,A001,2025-03-29,2,85000.0,170000.0
T004212,C1114,P007,D024,A005,2024-05-22,2,85000.0,170000.0
T004213,C1049,P001,D023,A005,2025-03-03,3,45000.0,135000.0
T004214,C0453,P005,D009,A002,2024-11-01,8,12500.0,100000.0
T004215,C1214,P014,D023,A005,2024-06-28,4,28000.0,112000.0
T004216,C1581,P008,D031,A009,2025-06-17,10,51300.0,513000.0
T004217,C0069,P015,D006,A001,2024-08-06,7,49000.0,343000.0
T004218,C0983,P014,D023,A005,2024-10-27,7,28000.0,196000.0
T004219,C1320,P015,D027,A007,2025-06-10,13,46550.0,605150.0
T004220,C0492,P007,D012,A003,2025-09-15,1,85000.0,85000.0
T004221,C0589,P011,D016,A004,2024-10-15,10,39900.0,399000.0
T004222,C1168,P004,D021,A005,2026-05-23,11,36100.0,397100.0
T004223,C1731,P002,D037,A012,2025-12-31,12,6175.0,74100.0
T004224,C1563,P007,D031,A009,2026-02-08,3,85000.0,255000.0
T004225,C1106,P005,D025,A005,2024-01-03,9,12500.0,112500.0
T004226,C1409,P014,D028,A007,2024-06-04,3,28000.0,84000.0
T004227,C0703,P011,D013,A004,2025-06-07,5,42000.0,210000.0
T004228,C1224,P013,D022,A005,2026-02-04,1,95000.0,95000.0
T004229,C0912,P007,D013,A004,2024-10-30,7,85000.0,595000.0
T004230,C0370,P010,D010,A002,2024-07-23,9,22000.0,198000.0
T004231,C1344,P014,D027,A007,2026-07-12,5,28000.0,140000.0
T004232,C1065,P011,D022,A005,2025-07-12,9,42000.0,378000.0
T004233,C0691,P004,D014,A004,2026-07-19,2,38000.0,76000.0
T004234,C1751,P011,D037,A012,2024-06-05,15,39900.0,598500.0
T004235,C0034,P005,D006,A001,2024-09-17,14,11875.0,166250.0
T004236,C0618,P015,D013,A004,2025-12-04,8,49000.0,392000.0
T004237,C0104,P004,D006,A001,2025-11-05,1,38000.0,38000.0
T004238,C1480,P007,D033,A009,2025-03-31,2,85000.0,170000.0
T004239,C1346,P011,D027,A007,2026-03-05,2,42000.0,84000.0
T004240,C0642,P013,D015,A004,2024-12-31,5,95000.0,475000.0
T004241,C1297,P013,D026,A006,2024-10-26,13,90250.0,1173250.0
T004242,C0757,P003,D017,A004,2025-11-18,15,114000.0,1710000.0
T004243,C1460,P001,D029,A008,2024-05-22,2,45000.0,90000.0
T004244,C0882,P014,D014,A004,2025-03-03,10,26600.0,266000.0
T004245,C0796,P013,D013,A004,2025-05-03,12,90250.0,1083000.0
T004246,C1789,P015,D038,A013,2024-08-25,15,46550.0,698250.0
T004247,C0489,P012,D012,A003,2025-01-09,1,31000.0,31000.0
T004248,C0224,P007,D007,A001,2024-06-04,13,80750.0,1049750.0
T004249,C1109,P005,D019,A005,2026-02-15,15,11875.0,178125.0
T004250,C1837,P006,D040,A013,2024-08-03,10,17575.0,175750.0
T004251,C0726,P009,D015,A004,2026-01-25,9,8500.0,76500.0
T004252,C0110,P011,D003,A001,2026-04-20,2,42000.0,84000.0
T004253,C0655,P003,D017,A004,2025-10-26,1,120000.0,120000.0
T004254,C0991,P001,D025,A005,2026-04-29,5,45000.0,225000.0
T004255,C0309,P006,D005,A001,2024-01-29,14,17575.0,246050.0
T004256,C1254,P008,D026,A006,2024-06-23,2,54000.0,108000.0
T004257,C1895,P005,D041,A013,2025-08-09,12,11875.0,142500.0
T004258,C0880,P002,D016,A004,2026-08-20,5,6500.0,32500.0
T004259,C0683,P006,D016,A004,2025-06-24,11,17575.0,193325.0
T004260,C0765,P007,D015,A004,2025-11-21,15,80750.0,1211250.0
T004261,C0214,P005,D005,A001,2025-01-22,7,12500.0,87500.0
T004262,C1695,P007,D036,A011,2026-01-17,1,85000.0,85000.0
T004263,C0798,P003,D013,A004,2025-07-25,2,120000.0,240000.0
T004264,C0743,P004,D017,A004,2025-10-16,3,38000.0,114000.0
T004265,C1255,P011,D026,A006,2024-01-05,5,42000.0,210000.0
T004266,C0851,P007,D013,A004,2024-05-20,7,85000.0,595000.0
T004267,C1236,P008,D021,A005,2024-05-15,12,51300.0,615600.0
T004268,C0109,P015,D001,A001,2024-08-10,11,46550.0,512050.0
T004269,C1572,P009,D030,A009,2025-04-15,6,8500.0,51000.0
T004270,C1799,P004,D040,A013,2024-09-06,8,38000.0,304000.0
T004271,C1237,P015,D023,A005,2024-08-23,13,46550.0,605150.0
T004272,C1817,P013,D040,A013,2024-09-03,10,90250.0,902500.0
T004273,C0290,P007,D001,A001,2025-06-18,11,80750.0,888250.0
T004274,C0939,P013,D017,A004,2026-05-06,8,95000.0,760000.0
T004275,C1136,P002,D021,A005,2025-09-26,13,6175.0,80275.0
T004276,C1105,P006,D021,A005,2026-01-14,8,18500.0,148000.0
T004277,C0765,P008,D013,A004,2024-10-09,13,51300.0,666900.0
T004278,C0651,P007,D016,A004,2025-06-30,2,85000.0,170000.0
T004279,C0244,P014,D003,A001,2025-08-11,8,28000.0,224000.0
T004280,C0748,P015,D013,A004,2025-11-10,4,49000.0,196000.0
T004281,C0311,P015,D011,A002,2025-07-08,15,46550.0,698250.0
T004282,C1413,P012,D027,A007,2024-10-27,13,29450.0,382850.0
T004283,C0409,P006,D011,A002,2025-10-01,11,17575.0,193325.0
T004284,C0106,P012,D002,A001,2026-04-04,2,31000.0,62000.0
T004285,C1060,P011,D022,A005,2026-04-01,2,42000.0,84000.0
T004286,C1128,P002,D022,A005,2024-11-23,9,6500.0,58500.0
T004287,C1678,P013,D036,A011,2024-05-01,1,95000.0,95000.0
T004288,C1100,P009,D024,A005,2025-03-05,8,8500.0,68000.0
T004289,C0669,P008,D018,A004,2024-06-12,9,54000.0,486000.0
T004290,C1551,P010,D030,A009,2024-06-19,14,20900.0,292600.0
T004291,C1041,P009,D023,A005,2025-01-10,15,8075.0,121125.0
T004292,C0147,P010,D001,A001,2025-10-01,15,20900.0,313500.0
T004293,C1084,P012,D024,A005,2024-12-22,11,29450.0,323950.0
T004294,C1743,P008,D037,A012,2024-03-04,12,51300.0,615600.0
T004295,C0757,P009,D015,A004,2025-01-12,10,8075.0,80750.0
T004296,C0570,P002,D016,A004,2026-02-08,10,6175.0,61750.0
T004297,C0276,P002,D003,A001,2026-02-06,5,6500.0,32500.0
T004298,C0290,P001,D007,A001,2025-03-31,6,45000.0,270000.0
T004299,C0836,P002,D013,A004,2026-01-14,7,6500.0,45500.0
T004300,C1130,P010,D022,A005,2024-06-11,10,20900.0,209000.0
T004301,C0149,P009,D005,A001,2025-11-08,15,8075.0,121125.0
T004302,C1795,P015,D039,A013,2026-01-30,5,49000.0,245000.0
T004303,C1456,P014,D029,A008,2026-07-06,14,26600.0,372400.0
T004304,C1117,P008,D024,A005,2024-07-18,13,51300.0,666900.0
T004305,C1595,P005,D035,A010,2026-01-20,6,12500.0,75000.0
T004306,C0148,P012,D006,A001,2026-01-14,4,31000.0,124000.0
T004307,C0939,P014,D018,A004,2024-11-26,4,28000.0,112000.0
T004308,C1203,P012,D023,A005,2024-02-26,13,29450.0,382850.0
T004309,C1595,P009,D035,A010,2024-07-18,12,8075.0,96900.0
T004310,C1510,P005,D031,A009,2025-12-18,1,12500.0,12500.0
T004311,C0535,P013,D012,A003,2024-02-17,5,95000.0,475000.0
T004312,C1799,P007,D041,A013,2025-04-21,6,85000.0,510000.0
T004313,C0237,P003,D004,A001,2025-08-12,12,114000.0,1368000.0
T004314,C1681,P004,D036,A011,2024-01-10,7,38000.0,266000.0
T004315,C1841,P010,D038,A013,2025-12-05,5,22000.0,110000.0
T004316,C0345,P015,D011,A002,2025-04-17,7,49000.0,343000.0
T004317,C1390,P008,D027,A007,2024-05-27,12,51300.0,615600.0
T004318,C0062,P004,D005,A001,2024-03-09,6,38000.0,228000.0
T004319,C0775,P008,D014,A004,2024-12-09,7,54000.0,378000.0
T004320,C1005,P015,D023,A005,2024-06-10,11,46550.0,512050.0
T004321,C1104,P007,D024,A005,2026-07-18,2,85000.0,170000.0
T004322,C1790,P011,D039,A013,2025-02-06,15,39900.0,598500.0
T004323,C1290,P014,D026,A006,2024-08-19,2,28000.0,56000.0
T004324,C0948,P014,D018,A004,2025-03-18,7,28000.0,196000.0
T004325,C1563,P001,D032,A009,2024-08-27,12,42750.0,513000.0
T004326,C1815,P011,D038,A013,2025-12-09,14,39900.0,558600.0
T004327,C0036,P004,D006,A001,2024-06-19,9,38000.0,342000.0
T004328,C1870,P011,D038,A013,2025-01-09,9,42000.0,378000.0
T004329,C0154,P006,D004,A001,2024-08-17,3,18500.0,55500.0
T004330,C1573,P014,D033,A009,2024-10-30,6,28000.0,168000.0
T004331,C0543,P006,D012,A003,2024-01-31,8,18500.0,148000.0
T004332,C0253,P008,D001,A001,2025-01-07,3,54000.0,162000.0
T004333,C0850,P009,D016,A004,2026-06-29,13,8075.0,104975.0
T004334,C1230,P006,D024,A005,2025-08-23,10,17575.0,175750.0
T004335,C0729,P015,D015,A004,2025-07-28,7,49000.0,343000.0
T004336,C0099,P007,D001,A001,2024-02-05,7,85000.0,595000.0
T004337,C1135,P006,D019,A005,2025-05-09,13,17575.0,228475.0
T004338,C1734,P006,D037,A012,2026-06-05,10,17575.0,175750.0
T004339,C0733,P006,D014,A004,2024-03-09,14,17575.0,246050.0
T004340,C0417,P014,D010,A002,2026-04-06,14,26600.0,372400.0
T004341,C0853,P010,D016,A004,2025-03-09,12,20900.0,250800.0
T004342,C0084,P002,D004,A001,2024-10-10,11,6175.0,67925.0
T004343,C1582,P013,D033,A009,2026-02-27,6,95000.0,570000.0
T004344,C1592,P011,D035,A010,2026-07-13,15,39900.0,598500.0
T004345,C1118,P001,D019,A005,2024-10-03,9,45000.0,405000.0
T004346,C0680,P002,D017,A004,2025-07-25,9,6500.0,58500.0
T004347,C1540,P015,D032,A009,2024-09-09,8,49000.0,392000.0
T004348,C1062,P011,D024,A005,2026-04-18,12,39900.0,478800.0
T004349,C1592,P002,D035,A010,2026-02-11,15,6175.0,92625.0
T004350,C1206,P014,D019,A005,2024-11-27,9,28000.0,252000.0
T004351,C1517,P006,D030,A009,2025-07-13,2,18500.0,37000.0
T004352,C1133,P014,D019,A005,2024-12-14,1,28000.0,28000.0
T004353,C0797,P015,D013,A004,2024-12-13,7,49000.0,343000.0
T004354,C1823,P014,D041,A013,2026-04-09,13,26600.0,345800.0
T004355,C1041,P002,D025,A005,2024-08-29,2,6500.0,13000.0
T004356,C1146,P007,D019,A005,2026-06-30,3,85000.0,255000.0
T004357,C0423,P005,D011,A002,2025-04-03,14,11875.0,166250.0
T004358,C1188,P003,D024,A005,2025-12-02,12,114000.0,1368000.0
T004359,C1095,P007,D025,A005,2024-06-11,1,85000.0,85000.0
T004360,C0360,P014,D010,A002,2025-08-21,15,26600.0,399000.0
T004361,C0108,P003,D004,A001,2024-01-05,14,114000.0,1596000.0
T004362,C1143,P012,D025,A005,2024-09-22,12,29450.0,353400.0
